ticket_id,category,priority,status,department,assigned_agent,created_date,resolved_date,resolution_hours,sla_breached,is_weekend
TKT-07910,Email,Medium,Resolved,IT,Rohit Verma,2024-04-29 18:56:57,2024-04-30 16:56:57,22.0,No,No
TKT-07911,Printer,Medium,Closed,HR,Suresh Kumar,2024-10-18 23:34:36,2024-10-21 11:34:36,60.0,Yes,No
TKT-07912,Access/Login,High,Resolved,Operations,Priya Singh,2024-08-14 02:22:17,2024-08-14 20:22:17,18.0,No,No
TKT-07913,Software,High,Resolved,Operations,Suresh Kumar,2024-07-01 23:20:04,2024-07-02 16:20:04,17.0,No,No
TKT-07914,Access/Login,Critical,Closed,Marketing,Priya Singh,2024-04-08 21:20:33,2024-04-09 07:20:33,10.0,Yes,No
TKT-07915,Access/Login,Low,Open,HR,Neha Gupta,2023-02-24 19:15:42,,,,No
TKT-07916,Access/Login,High,Resolved,Marketing,Priya Singh,2024-03-01 03:08:34,2024-03-01 21:08:34,18.0,No,No
TKT-07917,Hardware,Low,Closed,Legal,Suresh Kumar,2024-02-19 03:28:29,2024-02-20 03:28:29,24.0,No,No
TKT-07918,Access/Login,Medium,Open,Legal,Amit Sharma,2023-01-06 10:27:02,,,,No
TKT-07919,Network,Medium,Resolved,IT,Neha Gupta,2023-08-06 05:33:59,2023-08-06 13:33:59,8.0,No,Yes
TKT-07920,Network,Medium,Open,Sales,Neha Gupta,2023-02-24 19:16:33,,,,No
TKT-07921,Network,High,Closed,Legal,Neha Gupta,2023-07-20 15:53:39,2023-07-21 18:53:39,27.0,Yes,No
TKT-07922,Hardware,Medium,Resolved,Operations,Vikram Joshi,2024-06-10 01:41:55,2024-06-10 07:41:55,6.0,No,No
TKT-07923,Printer,High,Resolved,Operations,Amit Sharma,2023-07-11 05:47:06,2023-07-12 03:47:06,22.0,No,No
TKT-07924,Network,High,Resolved,Marketing,Anjali Mehta,2023-09-20 08:57:28,2023-09-21 12:57:28,28.0,Yes,No
TKT-07925,Access/Login,Medium,Closed,Legal,Suresh Kumar,2024-08-06 08:07:12,2024-08-08 17:07:12,57.0,Yes,No
TKT-07926,Email,Critical,Closed,Marketing,Amit Sharma,2024-05-05 10:07:45,2024-05-05 17:07:45,7.0,Yes,Yes
TKT-07927,Access/Login,Medium,Resolved,Sales,Anjali Mehta,2024-10-20 13:21:20,2024-10-21 05:21:20,16.0,No,Yes
TKT-07928,Hardware,High,Closed,IT,Suresh Kumar,2024-04-10 12:21:01,2024-04-10 14:21:01,2.0,No,No
TKT-07929,Network,High,Resolved,Finance,Rohit Verma,2024-06-28 04:16:09,2024-06-28 07:16:09,3.0,No,No
TKT-07930,Access/Login,Medium,Resolved,Sales,Amit Sharma,2024-07-10 23:44:51,2024-07-12 06:44:51,31.0,No,No
TKT-07931,Hardware,High,Closed,Finance,Neha Gupta,2023-04-10 04:58:20,2023-04-11 06:58:20,26.0,Yes,No
TKT-07932,Access/Login,Low,Open,Operations,Anjali Mehta,2023-10-12 17:08:36,,,,No
TKT-07933,Hardware,Low,In Progress,IT,Priya Singh,2023-05-14 06:37:01,,,,Yes
TKT-07934,Hardware,High,Resolved,Legal,Neha Gupta,2024-12-03 21:26:10,2024-12-04 09:26:10,12.0,No,No
TKT-07935,Software,High,In Progress,HR,Amit Sharma,2023-06-16 04:28:06,,,,No
TKT-07936,Printer,High,Resolved,Marketing,Amit Sharma,2023-04-21 16:25:13,2023-04-22 04:25:13,12.0,No,No
TKT-07937,Hardware,Low,In Progress,Marketing,Neha Gupta,2024-07-24 09:51:34,,,,No
TKT-07938,Access/Login,Low,In Progress,Marketing,Vikram Joshi,2023-08-29 05:22:55,,,,No
TKT-07939,Hardware,Medium,Resolved,Operations,Priya Singh,2024-12-14 18:18:33,2024-12-17 05:18:33,59.0,Yes,Yes
TKT-07940,Printer,Medium,Resolved,Finance,Anjali Mehta,2024-04-13 20:37:46,2024-04-16 02:37:46,54.0,Yes,Yes
TKT-07941,Email,Critical,Open,Finance,Neha Gupta,2023-03-29 23:13:15,,,,No
TKT-07942,Network,Low,Closed,Operations,Neha Gupta,2024-03-15 17:05:18,2024-03-17 11:05:18,42.0,No,No
TKT-07943,Hardware,Medium,Resolved,Operations,Priya Singh,2024-03-21 12:04:44,2024-03-22 06:04:44,18.0,No,No
TKT-07944,Hardware,Medium,In Progress,Marketing,Vikram Joshi,2023-09-16 01:50:38,,,,Yes
TKT-07945,Hardware,Medium,Open,HR,Vikram Joshi,2023-12-30 18:47:10,,,,Yes
TKT-07946,Printer,Low,Resolved,Legal,Vikram Joshi,2023-08-01 09:13:47,2023-08-03 18:13:47,57.0,No,No
TKT-07947,Email,Medium,In Progress,Marketing,Priya Singh,2024-01-23 14:13:17,,,,No
TKT-07948,Access/Login,Medium,Resolved,Sales,Rohit Verma,2023-02-09 16:01:28,2023-02-11 13:01:28,45.0,No,No
TKT-07949,Access/Login,High,In Progress,Legal,Anjali Mehta,2023-09-12 18:06:25,,,,No
TKT-07950,Access/Login,Medium,Resolved,IT,Amit Sharma,2024-01-15 03:48:56,2024-01-15 10:48:56,7.0,No,No
TKT-07951,Network,Medium,Resolved,Sales,Amit Sharma,2024-05-22 16:53:19,2024-05-24 01:53:19,33.0,No,No
TKT-07952,Network,Critical,Open,Marketing,Priya Singh,2024-01-17 09:50:53,,,,No
TKT-07953,Software,Low,Resolved,Finance,Neha Gupta,2023-10-31 10:06:03,2023-11-01 07:06:03,21.0,No,No
TKT-07954,Software,Critical,Closed,Finance,Anjali Mehta,2023-09-18 23:09:49,2023-09-19 09:09:49,10.0,Yes,No
TKT-07955,Email,Medium,Closed,Finance,Amit Sharma,2023-01-10 02:52:21,2023-01-10 11:52:21,9.0,No,No
TKT-07956,Email,Low,Closed,HR,Vikram Joshi,2023-04-22 17:24:57,2023-04-26 09:24:57,88.0,Yes,Yes
TKT-07957,Printer,Low,Open,IT,Anjali Mehta,2023-04-04 17:45:44,,,,No
TKT-07958,Printer,High,Resolved,Legal,Vikram Joshi,2023-11-20 18:49:37,2023-11-20 21:49:37,3.0,No,No
TKT-07959,Hardware,Medium,Resolved,Marketing,Vikram Joshi,2024-10-25 06:00:34,2024-10-26 12:00:34,30.0,No,No
TKT-07960,Network,Low,In Progress,Sales,Suresh Kumar,2023-06-17 20:37:57,,,,Yes
TKT-07961,Email,High,Closed,HR,Amit Sharma,2023-08-24 15:14:07,2023-08-25 19:14:07,28.0,Yes,No
TKT-07962,Network,Low,Closed,Finance,Priya Singh,2024-09-05 10:43:29,2024-09-08 06:43:29,68.0,No,No
TKT-07963,Software,High,In Progress,Marketing,Suresh Kumar,2024-07-25 03:08:21,,,,No
TKT-07964,Software,Medium,Closed,Operations,Vikram Joshi,2024-03-10 08:50:17,2024-03-11 20:50:17,36.0,No,Yes
TKT-07965,Email,High,Closed,Sales,Neha Gupta,2023-06-08 10:46:51,2023-06-09 00:46:51,14.0,No,No
TKT-07966,Network,Low,Resolved,Operations,Priya Singh,2023-04-06 19:25:11,2023-04-10 03:25:11,80.0,Yes,No
TKT-07967,Access/Login,Low,Resolved,Legal,Anjali Mehta,2023-05-31 19:55:55,2023-06-02 18:55:55,47.0,No,No
TKT-07968,Network,Medium,Closed,Marketing,Vikram Joshi,2024-04-16 23:44:27,2024-04-17 08:44:27,9.0,No,No
TKT-07969,Printer,Medium,Closed,IT,Suresh Kumar,2023-11-13 05:18:41,2023-11-14 21:18:41,40.0,No,No
TKT-07970,Software,Low,Closed,Marketing,Rohit Verma,2024-11-22 14:28:49,2024-11-26 01:28:49,83.0,Yes,No
TKT-07971,Access/Login,High,Closed,Sales,Suresh Kumar,2023-07-30 00:04:43,2023-07-30 13:04:43,13.0,No,Yes
TKT-07972,Email,High,Closed,Sales,Rohit Verma,2024-02-09 06:47:26,2024-02-09 16:47:26,10.0,No,No
TKT-07973,Hardware,Medium,Resolved,Operations,Anjali Mehta,2024-09-01 12:36:17,2024-09-01 22:36:17,10.0,No,Yes
TKT-07974,Access/Login,High,Resolved,Finance,Priya Singh,2023-05-12 23:22:08,2023-05-13 09:22:08,10.0,No,No
TKT-07975,Email,Low,Resolved,Sales,Anjali Mehta,2024-08-21 07:41:32,2024-08-23 19:41:32,60.0,No,No
TKT-07976,Software,High,Resolved,Sales,Rohit Verma,2023-08-12 10:22:34,2023-08-13 11:22:34,25.0,Yes,Yes
TKT-07977,Hardware,High,Resolved,Legal,Amit Sharma,2024-03-07 09:04:08,2024-03-08 01:04:08,16.0,No,No
TKT-07978,Printer,High,Resolved,Operations,Anjali Mehta,2023-06-02 14:49:31,2023-06-02 16:49:31,2.0,No,No
TKT-07979,Email,Medium,Resolved,IT,Suresh Kumar,2024-12-09 07:11:32,2024-12-09 22:11:32,15.0,No,No
TKT-07980,Network,Critical,In Progress,Operations,Amit Sharma,2023-09-22 15:03:23,,,,No
TKT-07981,Software,Medium,Resolved,Marketing,Suresh Kumar,2024-08-13 22:07:33,2024-08-15 11:07:33,37.0,No,No
TKT-07982,Printer,Medium,Resolved,Operations,Suresh Kumar,2024-08-16 01:48:57,2024-08-17 16:48:57,39.0,No,No
TKT-07983,Network,Low,Resolved,Operations,Amit Sharma,2024-04-17 20:07:48,2024-04-20 02:07:48,54.0,No,No
TKT-07984,Network,Medium,Resolved,Operations,Rohit Verma,2024-01-17 13:09:13,2024-01-19 19:09:13,54.0,Yes,No
TKT-07985,Software,Low,In Progress,Marketing,Vikram Joshi,2024-01-18 03:08:46,,,,No
TKT-07986,Printer,Low,Resolved,Operations,Vikram Joshi,2023-12-27 17:09:22,2023-12-28 18:09:22,25.0,No,No
TKT-07987,Access/Login,High,In Progress,HR,Anjali Mehta,2023-04-11 10:10:00,,,,No
TKT-07988,Network,Low,Resolved,Sales,Rohit Verma,2024-01-23 21:09:23,2024-01-26 08:09:23,59.0,No,No
TKT-07989,Email,Low,Resolved,Sales,Vikram Joshi,2024-10-05 20:47:00,2024-10-06 06:47:00,10.0,No,Yes
TKT-07990,Software,Low,Closed,Marketing,Vikram Joshi,2024-02-24 10:47:24,2024-02-27 14:47:24,76.0,Yes,Yes
TKT-07991,Email,Low,Resolved,HR,Rohit Verma,2023-01-10 19:18:10,2023-01-14 10:18:10,87.0,Yes,No
TKT-07992,Email,Medium,Closed,HR,Suresh Kumar,2023-01-16 07:57:34,2023-01-18 05:57:34,46.0,No,No
TKT-07993,Printer,Low,Closed,Sales,Amit Sharma,2023-04-26 13:26:33,2023-04-29 14:26:33,73.0,Yes,No
TKT-07994,Access/Login,Low,Closed,Legal,Anjali Mehta,2023-04-27 07:12:40,2023-04-29 20:12:40,61.0,No,No
TKT-07995,Printer,Medium,Closed,IT,Anjali Mehta,2023-07-23 11:20:14,2023-07-24 20:20:14,33.0,No,Yes
TKT-07996,Printer,Critical,Closed,Operations,Anjali Mehta,2023-11-18 23:40:30,2023-11-19 05:40:30,6.0,Yes,Yes
TKT-07997,Printer,High,Closed,IT,Priya Singh,2024-05-22 12:36:49,2024-05-23 16:36:49,28.0,Yes,No
TKT-07998,Network,Medium,Closed,Finance,Amit Sharma,2024-02-25 16:32:35,2024-02-26 20:32:35,28.0,No,Yes
TKT-07999,Hardware,Low,Resolved,Sales,Anjali Mehta,2023-08-16 18:54:07,2023-08-18 05:54:07,35.0,No,No
TKT-08000,Access/Login,Medium,Resolved,HR,Neha Gupta,2023-11-04 12:41:18,2023-11-06 09:41:18,45.0,No,Yes
TKT-08001,Network,Low,Resolved,HR,Rohit Verma,2023-11-27 01:32:16,2023-11-30 04:32:16,75.0,Yes,No
TKT-08002,Hardware,Medium,Resolved,Legal,Rohit Verma,2024-02-20 06:55:26,2024-02-20 22:55:26,16.0,No,No
TKT-08003,Network,Medium,Resolved,HR,Neha Gupta,2023-08-31 07:14:16,2023-09-02 17:14:16,58.0,Yes,No
TKT-08004,Network,Low,Resolved,Operations,Rohit Verma,2024-09-18 18:02:32,2024-09-21 03:02:32,57.0,No,No
TKT-08005,Software,High,Resolved,Finance,Priya Singh,2023-05-20 11:59:06,2023-05-20 22:59:06,11.0,No,Yes
TKT-08006,Email,Low,In Progress,Finance,Vikram Joshi,2024-01-09 11:01:37,,,,No
TKT-08007,Access/Login,Medium,Closed,HR,Amit Sharma,2024-03-07 08:35:29,2024-03-09 05:35:29,45.0,No,No
TKT-08008,Printer,Low,Resolved,Sales,Anjali Mehta,2023-07-09 10:54:54,2023-07-10 21:54:54,35.0,No,Yes
TKT-08009,Printer,Low,In Progress,HR,Rohit Verma,2023-08-17 15:06:22,,,,No
TKT-08010,Printer,Medium,Resolved,Finance,Neha Gupta,2024-08-08 18:33:03,2024-08-10 20:33:03,50.0,Yes,No
TKT-08011,Hardware,High,Closed,Legal,Anjali Mehta,2024-05-20 04:53:28,2024-05-20 11:53:28,7.0,No,No
TKT-08012,Network,High,Resolved,IT,Suresh Kumar,2023-06-27 14:44:39,2023-06-28 11:44:39,21.0,No,No
TKT-08013,Access/Login,High,Closed,HR,Amit Sharma,2023-09-14 01:42:07,2023-09-14 14:42:07,13.0,No,No
TKT-08014,Hardware,Critical,Closed,HR,Anjali Mehta,2023-01-24 05:56:35,2023-01-24 08:56:35,3.0,No,No
TKT-08015,Network,Medium,Resolved,Sales,Anjali Mehta,2023-07-07 02:16:00,2023-07-08 02:16:00,24.0,No,No
TKT-08016,Access/Login,Critical,Resolved,Marketing,Suresh Kumar,2023-01-09 21:14:50,2023-01-10 07:14:50,10.0,Yes,No
TKT-08017,Network,High,Resolved,Marketing,Neha Gupta,2023-10-12 23:49:21,2023-10-14 03:49:21,28.0,Yes,No
TKT-08018,Software,Medium,In Progress,Finance,Neha Gupta,2024-03-26 12:09:08,,,,No
TKT-08019,Printer,Low,Closed,Sales,Anjali Mehta,2024-02-19 15:29:37,2024-02-20 02:29:37,11.0,No,No
TKT-08020,Access/Login,Medium,Resolved,Legal,Suresh Kumar,2023-05-24 07:48:38,2023-05-25 07:48:38,24.0,No,No
TKT-08021,Hardware,Medium,In Progress,Marketing,Vikram Joshi,2024-05-15 08:06:00,,,,No
TKT-08022,Network,Low,Open,IT,Neha Gupta,2023-05-28 13:56:36,,,,Yes
TKT-08023,Network,Low,Resolved,IT,Anjali Mehta,2024-01-27 02:48:54,2024-01-29 12:48:54,58.0,No,Yes
TKT-08024,Network,High,Resolved,IT,Amit Sharma,2023-02-09 01:11:01,2023-02-09 10:11:01,9.0,No,No
TKT-08025,Hardware,Medium,Closed,HR,Neha Gupta,2024-08-14 05:17:03,2024-08-15 09:17:03,28.0,No,No
TKT-08026,Software,Medium,In Progress,HR,Neha Gupta,2024-08-04 16:33:08,,,,Yes
TKT-08027,Email,Low,Resolved,Finance,Rohit Verma,2024-04-30 09:29:36,2024-05-01 21:29:36,36.0,No,No
TKT-08028,Hardware,Low,Resolved,Finance,Anjali Mehta,2023-08-08 06:32:07,2023-08-11 15:32:07,81.0,Yes,No
TKT-08029,Network,Medium,Closed,Sales,Amit Sharma,2024-05-07 00:49:37,2024-05-07 10:49:37,10.0,No,No
TKT-08030,Hardware,High,Closed,Legal,Rohit Verma,2023-03-11 06:36:00,2023-03-12 06:36:00,24.0,No,Yes
TKT-08031,Hardware,Critical,Closed,Operations,Neha Gupta,2023-08-12 09:08:19,2023-08-12 14:08:19,5.0,Yes,Yes
TKT-08032,Software,Low,Closed,Finance,Anjali Mehta,2024-12-03 00:21:19,2024-12-03 18:21:19,18.0,No,No
TKT-08033,Printer,Medium,Resolved,Legal,Neha Gupta,2023-01-13 13:10:22,2023-01-15 02:10:22,37.0,No,No
TKT-08034,Hardware,Medium,Resolved,Marketing,Vikram Joshi,2024-02-10 22:25:02,2024-02-12 07:25:02,33.0,No,Yes
TKT-08035,Access/Login,Medium,Resolved,Sales,Priya Singh,2023-09-20 01:30:25,2023-09-22 01:30:25,48.0,No,No
TKT-08036,Software,Medium,Open,Marketing,Rohit Verma,2023-07-15 11:14:32,,,,Yes
TKT-08037,Email,Medium,In Progress,HR,Neha Gupta,2023-12-29 07:35:55,,,,No
TKT-08038,Software,High,Closed,Marketing,Amit Sharma,2023-06-11 19:09:40,2023-06-12 11:09:40,16.0,No,Yes
TKT-08039,Email,High,In Progress,Finance,Priya Singh,2023-10-14 00:04:27,,,,Yes
TKT-08040,Network,Low,Resolved,Sales,Vikram Joshi,2024-04-14 12:16:52,2024-04-15 03:16:52,15.0,No,Yes
TKT-08041,Printer,Low,Resolved,Operations,Anjali Mehta,2024-01-07 22:47:52,2024-01-10 01:47:52,51.0,No,Yes
TKT-08042,Email,Low,Resolved,Sales,Rohit Verma,2023-04-16 13:30:02,2023-04-16 23:30:02,10.0,No,Yes
TKT-08043,Software,Medium,Resolved,IT,Suresh Kumar,2023-10-18 02:50:32,2023-10-19 22:50:32,44.0,No,No
TKT-08044,Hardware,Medium,Closed,Sales,Vikram Joshi,2023-06-19 08:37:02,2023-06-21 03:37:02,43.0,No,No
TKT-08045,Network,Medium,Resolved,Finance,Neha Gupta,2024-01-09 05:03:36,2024-01-09 20:03:36,15.0,No,No
TKT-08046,Access/Login,Low,Closed,Legal,Vikram Joshi,2024-11-02 10:06:29,2024-11-03 12:06:29,26.0,No,Yes
TKT-08047,Software,Low,Closed,HR,Anjali Mehta,2023-01-24 01:25:15,2023-01-25 09:25:15,32.0,No,No
TKT-08048,Hardware,Medium,Resolved,Legal,Suresh Kumar,2023-02-24 04:32:00,2023-02-26 01:32:00,45.0,No,No
TKT-08049,Network,Medium,Resolved,Operations,Priya Singh,2023-10-25 07:31:45,2023-10-25 23:31:45,16.0,No,No
TKT-08050,Software,Medium,Resolved,Operations,Amit Sharma,2023-09-18 10:57:08,2023-09-20 17:57:08,55.0,Yes,No
TKT-08051,Software,High,In Progress,Marketing,Priya Singh,2024-10-16 07:08:40,,,,No
TKT-08052,Software,Medium,Resolved,HR,Vikram Joshi,2023-04-04 23:55:44,2023-04-07 10:55:44,59.0,Yes,No
TKT-08053,Software,Medium,In Progress,Marketing,Amit Sharma,2024-05-06 00:14:46,,,,No
TKT-08054,Printer,Medium,Closed,Marketing,Priya Singh,2024-07-01 00:50:41,2024-07-01 18:50:41,18.0,No,No
TKT-08055,Software,Low,In Progress,Sales,Neha Gupta,2024-06-17 09:25:32,,,,No
TKT-08056,Email,Medium,Resolved,Marketing,Amit Sharma,2024-10-21 22:17:34,2024-10-23 04:17:34,30.0,No,No
TKT-08057,Hardware,Low,Resolved,Legal,Anjali Mehta,2023-08-22 22:45:17,2023-08-25 00:45:17,50.0,No,No
TKT-08058,Hardware,High,Resolved,Sales,Vikram Joshi,2023-01-13 14:53:00,2023-01-14 06:53:00,16.0,No,No
TKT-08059,Software,Medium,Closed,Legal,Rohit Verma,2023-04-22 01:28:03,2023-04-23 21:28:03,44.0,No,Yes
TKT-08060,Access/Login,High,Closed,Finance,Priya Singh,2023-07-23 08:14:54,2023-07-24 07:14:54,23.0,No,Yes
TKT-08061,Software,Low,Resolved,Operations,Vikram Joshi,2023-10-26 14:31:22,2023-10-28 22:31:22,56.0,No,No
TKT-08062,Software,High,Resolved,Sales,Vikram Joshi,2023-04-29 14:06:00,2023-04-30 15:06:00,25.0,Yes,Yes
TKT-08063,Hardware,Medium,Resolved,Marketing,Vikram Joshi,2023-07-03 08:29:54,2023-07-04 04:29:54,20.0,No,No
TKT-08064,Access/Login,Low,Resolved,Marketing,Neha Gupta,2023-01-20 02:55:01,2023-01-23 01:55:01,71.0,No,No
TKT-08065,Network,Medium,Resolved,IT,Amit Sharma,2024-10-23 06:54:26,2024-10-24 16:54:26,34.0,No,No
TKT-08066,Software,Low,In Progress,Operations,Priya Singh,2023-02-17 14:32:37,,,,No
TKT-08067,Software,Low,Closed,Marketing,Suresh Kumar,2024-05-31 16:16:36,2024-06-02 15:16:36,47.0,No,No
TKT-08068,Network,Medium,Closed,Marketing,Vikram Joshi,2023-01-27 17:55:23,2023-01-28 22:55:23,29.0,No,No
TKT-08069,Email,Low,In Progress,Operations,Amit Sharma,2023-05-12 15:14:10,,,,No
TKT-08070,Access/Login,Medium,Resolved,Sales,Suresh Kumar,2023-08-05 22:46:12,2023-08-07 15:46:12,41.0,No,Yes
TKT-08071,Network,Low,Resolved,Finance,Vikram Joshi,2024-03-23 19:44:34,2024-03-26 15:44:34,68.0,No,Yes
TKT-08072,Access/Login,High,Open,IT,Priya Singh,2023-05-07 05:26:52,,,,Yes
TKT-08073,Hardware,Low,Resolved,Sales,Rohit Verma,2024-04-11 21:22:59,2024-04-14 09:22:59,60.0,No,No
TKT-08074,Access/Login,Low,Resolved,IT,Neha Gupta,2023-05-28 13:31:35,2023-05-30 13:31:35,48.0,No,Yes
TKT-08075,Printer,Medium,Closed,Operations,Suresh Kumar,2024-11-30 09:25:15,2024-12-02 16:25:15,55.0,Yes,Yes
TKT-08076,Hardware,High,Resolved,IT,Suresh Kumar,2024-08-01 16:26:26,2024-08-02 01:26:26,9.0,No,No
TKT-08077,Software,Critical,In Progress,Operations,Vikram Joshi,2023-09-11 23:23:45,,,,No
TKT-08078,Hardware,Medium,Resolved,HR,Suresh Kumar,2024-12-02 18:34:08,2024-12-05 02:34:08,56.0,Yes,No
TKT-08079,Printer,Medium,Closed,Legal,Priya Singh,2024-05-02 11:46:14,2024-05-04 08:46:14,45.0,No,No
TKT-08080,Software,Medium,Open,HR,Priya Singh,2024-02-29 20:50:41,,,,No
TKT-08081,Software,Medium,Resolved,Finance,Anjali Mehta,2024-10-31 16:13:47,2024-11-01 20:13:47,28.0,No,No
TKT-08082,Network,Medium,Closed,Legal,Anjali Mehta,2024-10-21 01:32:36,2024-10-21 12:32:36,11.0,No,No
TKT-08083,Email,Medium,Resolved,Legal,Suresh Kumar,2023-12-22 03:43:15,2023-12-22 22:43:15,19.0,No,No
TKT-08084,Printer,Medium,Open,IT,Suresh Kumar,2024-09-23 12:22:09,,,,No
TKT-08085,Email,Low,Open,Marketing,Suresh Kumar,2023-10-20 21:07:51,,,,No
TKT-08086,Hardware,Medium,Resolved,HR,Rohit Verma,2023-10-05 07:45:07,2023-10-07 17:45:07,58.0,Yes,No
TKT-08087,Access/Login,Critical,In Progress,Legal,Priya Singh,2024-01-15 02:03:02,,,,No
TKT-08088,Email,Low,Closed,Sales,Suresh Kumar,2023-10-05 20:26:28,2023-10-08 08:26:28,60.0,No,No
TKT-08089,Printer,Medium,Closed,Operations,Anjali Mehta,2023-12-10 13:57:01,2023-12-13 00:57:01,59.0,Yes,Yes
TKT-08090,Network,High,Closed,HR,Suresh Kumar,2023-12-08 00:21:40,2023-12-08 03:21:40,3.0,No,No
TKT-08091,Network,Low,Resolved,Legal,Priya Singh,2024-05-14 10:23:06,2024-05-16 13:23:06,51.0,No,No
TKT-08092,Software,Low,Resolved,Operations,Anjali Mehta,2023-05-30 13:27:34,2023-05-31 04:27:34,15.0,No,No
TKT-08093,Network,Medium,Resolved,Finance,Amit Sharma,2024-02-24 00:19:03,2024-02-24 15:19:03,15.0,No,Yes
TKT-08094,Software,Medium,In Progress,Sales,Priya Singh,2024-09-03 01:20:42,,,,No
TKT-08095,Access/Login,High,Closed,Marketing,Priya Singh,2023-09-09 09:04:41,2023-09-10 14:04:41,29.0,Yes,Yes
TKT-08096,Printer,Low,Resolved,Marketing,Neha Gupta,2024-12-06 01:26:15,2024-12-08 12:26:15,59.0,No,No
TKT-08097,Software,Medium,Resolved,Sales,Vikram Joshi,2024-08-12 23:12:23,2024-08-14 08:12:23,33.0,No,No
TKT-08098,Access/Login,Medium,Closed,Operations,Anjali Mehta,2024-09-17 21:17:34,2024-09-19 04:17:34,31.0,No,No
TKT-08099,Software,High,Resolved,IT,Anjali Mehta,2023-07-07 18:21:28,2023-07-08 10:21:28,16.0,No,No
TKT-08100,Hardware,Medium,Closed,Finance,Rohit Verma,2024-10-08 11:38:37,2024-10-09 19:38:37,32.0,No,No
TKT-08101,Email,Medium,Resolved,Sales,Vikram Joshi,2024-03-06 17:59:33,2024-03-09 00:59:33,55.0,Yes,No
TKT-08102,Software,Medium,Closed,IT,Vikram Joshi,2023-10-29 13:05:02,2023-10-30 18:05:02,29.0,No,Yes
TKT-08103,Network,Low,Open,HR,Suresh Kumar,2023-05-13 07:43:21,,,,Yes
TKT-08104,Hardware,Low,Open,IT,Suresh Kumar,2023-06-27 15:35:47,,,,No
TKT-08105,Software,High,Resolved,Marketing,Rohit Verma,2024-04-26 20:29:55,2024-04-27 15:29:55,19.0,No,No
TKT-08106,Printer,High,Resolved,Finance,Priya Singh,2024-12-19 00:31:56,2024-12-20 01:31:56,25.0,Yes,No
TKT-08107,Hardware,Medium,Resolved,Marketing,Priya Singh,2023-07-27 18:43:53,2023-07-29 05:43:53,35.0,No,No
TKT-08108,Printer,Low,Resolved,Marketing,Anjali Mehta,2023-05-12 10:43:03,2023-05-14 16:43:03,54.0,No,No
TKT-08109,Access/Login,Critical,Resolved,IT,Anjali Mehta,2024-02-07 05:48:38,2024-02-07 10:48:38,5.0,Yes,No
TKT-08110,Network,High,Open,Marketing,Anjali Mehta,2024-10-24 20:08:45,,,,No
TKT-08111,Network,Low,In Progress,Operations,Neha Gupta,2024-10-05 20:49:54,,,,Yes
TKT-08112,Printer,Low,Open,Marketing,Vikram Joshi,2024-08-13 14:59:56,,,,No
TKT-08113,Access/Login,Medium,Closed,Finance,Priya Singh,2024-12-29 13:45:26,2024-12-30 18:45:26,29.0,No,Yes
TKT-08114,Software,Medium,Closed,Legal,Vikram Joshi,2024-07-01 09:08:28,2024-07-01 15:08:28,6.0,No,No
TKT-08115,Email,High,Resolved,HR,Suresh Kumar,2024-07-28 07:47:32,2024-07-29 01:47:32,18.0,No,Yes
TKT-08116,Software,Critical,In Progress,IT,Priya Singh,2023-02-03 02:30:10,,,,No
TKT-08117,Hardware,Medium,Resolved,HR,Priya Singh,2023-07-28 15:20:59,2023-07-29 06:20:59,15.0,No,No
TKT-08118,Printer,Low,Resolved,Sales,Neha Gupta,2023-01-07 15:40:38,2023-01-08 17:40:38,26.0,No,Yes
TKT-08119,Network,Low,Resolved,Finance,Vikram Joshi,2023-07-29 05:34:59,2023-08-01 12:34:59,79.0,Yes,Yes
TKT-08120,Network,Low,Open,Legal,Priya Singh,2023-07-15 06:44:35,,,,Yes
TKT-08121,Hardware,Low,Resolved,Operations,Amit Sharma,2023-11-27 00:40:00,2023-11-30 07:40:00,79.0,Yes,No
TKT-08122,Software,Low,In Progress,IT,Anjali Mehta,2023-07-14 21:05:08,,,,No
TKT-08123,Email,Low,Resolved,HR,Neha Gupta,2023-09-22 15:44:28,2023-09-23 22:44:28,31.0,No,No
TKT-08124,Hardware,Medium,Resolved,IT,Rohit Verma,2024-05-12 09:51:52,2024-05-13 03:51:52,18.0,No,Yes
TKT-08125,Printer,Medium,Open,Operations,Amit Sharma,2024-12-12 20:06:18,,,,No
TKT-08126,Printer,Medium,Resolved,Operations,Suresh Kumar,2023-11-12 04:15:18,2023-11-13 20:15:18,40.0,No,Yes
TKT-08127,Hardware,Medium,Resolved,Marketing,Rohit Verma,2023-09-08 04:44:01,2023-09-10 08:44:01,52.0,Yes,No
TKT-08128,Software,High,Resolved,Operations,Rohit Verma,2023-02-25 00:10:47,2023-02-25 14:10:47,14.0,No,Yes
TKT-08129,Network,High,Resolved,Legal,Suresh Kumar,2024-09-16 09:35:20,2024-09-16 19:35:20,10.0,No,No
TKT-08130,Hardware,Low,Resolved,Legal,Priya Singh,2023-03-08 03:57:49,2023-03-11 11:57:49,80.0,Yes,No
TKT-08131,Email,Medium,Resolved,Sales,Neha Gupta,2023-07-06 11:07:37,2023-07-06 19:07:37,8.0,No,No
TKT-08132,Network,Medium,Open,Legal,Amit Sharma,2024-11-13 13:11:51,,,,No
TKT-08133,Software,Medium,Open,Marketing,Vikram Joshi,2024-06-21 07:06:42,,,,No
